brand,category,description,name
Kérastase,Shampoo,"<b>What it is: </b>A daily shampoo infused with amino acids to stimulate the scalp, restore damaged lengths, and seal split ends with intense fortifying care.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Damage/Split Ends/Breakage<br>- Dryness<br>- Shine<br><br><b>Key Benefits: <br></b>- Gently Cleanses to Stimulate the Scalp<br>- Strengthens to Seal Split Ends and Promote Healthy Hair Lengths<br>- Protects Hair from External Aggressors<br><br><b>Highlighted Ingredients:<br></b>- Creatine-R: An exclusive complex composed of amino acids to reinforce the internal structure of the hair fiber. <br>- Taurine: Protects hair surface to promote a stimulated and healthy scalp.<br>- Ceramides: Aid in strengthening hair, enhancing shine and suppleness, and adding moisture. <br><br><b>What Else You Need to Know:</b> Hair lengths, also known as the mid-section between the root and tip of each hair strand, are key contributors to healthy hair. Strong lengths help to prevent breakage and split ends for visibly longer hair. This daily shampoo reinforces damaged hair lengths and stimulates the scalp with intense fortifying care. Its replenishing formula is infused with a blend of amino acids to protect hair from external aggressors and is recommended by professional stylists for healthier-looking hair with enhanced shine.",Resistance Strengthening Shampoo for Damaged Lengths and Split Ends
COLOR WOW,Shampoo,"<b>What it is: </b>A clean, sulfate-free shampoo formulated without ingredients that leave residue, rinsing off completely for truly clean, healthy hair and scalp.<br><br><b>Hair Type:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Texture:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Thinning<br>- Color Safe<br>- Color Fading<br><br><b>Key Benefits: <br></b>- Residue-free cleansing for glossier results <br>- Prevents color fade<br>- Healthier scalp for visibly thicker hair<br><br><b>Highlighted Ingredients:<br></b>- Sodium Methyl Cocoyl Taurate: Coconut-derived ingredient cleanses without stripping and provides luxurious foaming. <br>- Sodium Cocoyl Glycinate: Creates rich foam while gently cleansing.<br><br><b>Ingredient Callouts:</b> Free of parabens, formaldehydes, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also gluten-free, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> Many shampoos contain needless ingredients to deliver extra benefits, like thickening or smoothing. These ingredients don't easily rinse out, leaving residue that dulls hair or potentially causes thinning. With this no-residue formula, everything rinses off, giving you the appearance of the cleanest, healthiest hair and scalp possible!",Color Security Shampoo
Virtue,Shampoo,"<b>What it is:</b> A smoothing shampoo that works to both cleanse and calm unruly hair.<br><br><b>Hair Type: </b>Fine, Medium, and Thick<br><br><b>Hair Texture: </b>Wavy and Curly<br><br><b>Hair Concerns:</b><br>- Frizz<br>- Straightening/Smoothing<br>- Damage/Split Ends/Breakage<br><br><b>Key Benefits:</b> Defrizzes, Hydrates, and Smooths<br><br><b>Formulation:</b> Rich Liquid<br><br><b>Highlighted Ingredients:<br></b>- Pink Pomelo: A nutrient-rich citrus fruit full of vitamin A, C, and B1 and zinc that gives hair a shot of vitality. <br>- Phospholipids: Help fight frizz and protect against humidity. <br>- Gotu Kola: A multitasking Indian herb that promotes strength, smoothness, and luster.<br>- Alpha Keratin 60ku®: a healing protein that’s identical to the keratin that makes up 90% of our hair. It repaves and refills keratin, repairing damaged hair with each use.<br><br><b>Ingredient Callouts:</b> Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and gluten-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> Formulated with a first-of-its-kind Alpha Keratin 60ku® protein, Virtue Smooth Shampoo acts as a powerful in-shower, daily smoothing treatment for hair. It re-paves rough cuticles and reduces friction between each strand, tackling frizz at the source. It features a restorative blend of herbs, fruits, and citrus, incorporating soothing lavender and fresh mint essential oils.<br><br><b>Clinical Results:</b> In a consumer perception study of 45 women who used Smooth Shampoo and Conditioner for 2 weeks, after 10 uses: <br>- 97% of women said their hair looked smoother<br>- 97% of women said their hair looked healthier<br>- 80% of women felt their hair looked smoother and more hydrated<br>",Smooth Shampoo for Coarse & Textured Hair
Act+Acre,Conditioner,"<p><strong>What it is: </strong>This lightweight conditioner delivers lasting hydration to strengthen + promote visibly thicker + fuller looking hair. Optimized for fine/thin hair.</p><p><strong>Hair Texture:</strong> Straight and Wavy</p><p><strong>Hair Type:</strong> Fine</p><p><strong>Hair Concerns:</strong></p><p>- Color Safe</p><p>- Dryness</p><p>- Thinning</p><p><strong>Key Benefits: </strong></p><p>- Deeply moisturizes and hydrates</p><p>- Prevents damage and breakage</p><p>- Improves hair strength</p><p><strong>Highlighted Ingredients:</strong></p><p>- H2-Grow Complex™: Blend with Stem Cells that protects follicle from damage.</p><p>- Meadowfoam Seed Oil: Provides long-lasting moisture and adds shine.</p><p>- Abyssinica Oil: Protects against damage and breakage.</p><p><strong>Ingredient Callouts:</strong> Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also gluten-free and cruelty-free.</p><p><strong>What Else You Need to Know:</strong> Stem Cell Conditioner is formulated with our H2-Grow Complex™, blend of clinically validated ingredients that protect the hair follicle + promote thicker looking hair. Meadowfoam Seed Oil and Abyssinica Oil work to provide deep hydration to the hair while protecting it against damage and breakage.</p><p><strong>Fragrance Description: </strong>This botanical fragrance blend features rich notes of cardamom, iris, violet, and sandalwood. Musky, leathery undertones provide a lasting silage and addictive comfort.</p><p><strong>Clinical Results: </strong>In a clinical study performed by the ingredient house, results found:</p><p>- Swiss apple stem cells led to 34% less shedding within 1 month of use</p><p><br></p><p>CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.</p>",Stem Cell Conditioner For Thicker+ Fuller-Looking Hair 
RŌZ,Shampoo,"<p><strong>What it is: </strong>A gentle, thoroughly cleansing, daily shampoo that hydrates and balances, creating the perfect foundation for both air-drying and styling.</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Dandruff</p><p>- Flaky, Dry Scalp</p><p>- Scalp Buildup</p><p><br></p><p><strong>Key Benefits: <br></strong>- Is a gentle daily cleanser with a rich lather</p><p>- Supports a balanced, hydrated scalp and leaves hair in its healthiest state</p><p>- Strengthens and reinforces hair’s health</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- BotaniComplex™: Protects, soothes, hydrates, and nourishes hair.</p><p>- Coconut-Based Surfactants: Cleanse without stripping, supporting the scalp’s natural pH and microbiome.</p><p>- Ceramide Complex: Strengthens and reinforces hair’s health.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> This hydrating shampoo uses coconut-based surfactants, not sulfates, to create its luxuriously rich lather. Enriched with RŌZ’s signature BotaniComplex™ to protect and nourish, the pH-balanced, silicone-free formula preserves your color while supporting overall hair and scalp health.</p><p><br></p><p>This product is an <em>Allure</em> Best of Beauty award winner.</p><p><br></p><p><strong>Fragrance Description: </strong>RŌZ’s signature fragrance evokes the spirit of an untamed California garden—verdant and green—with the subtle aroma of warm, woody vetiver and fresh, rejuvenating citron. Inspired by the misty mountains of Big Sur, it contains notes of bergamot, vetiver, neroli, and fig.</p><p><br></p><p><strong>Clean at Sephora<br></strong>Our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness.</p><p><br></p><p>This product is an <em>Allure</em> Best of Beauty award winner.</p>",Foundation Hydrating Shampoo
Moroccanoil,Conditioner,"<b>What it is: </b>A conditioner that imparts optimal nourishment to fight frizz, flyaways, and static while protecting hair against the effects of humidity.<br><br><b>Hair Type:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Texture:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Frizz<br>- Shine<br><br><b>Key Benefits: <br></b>- Reduces frizz, flyaways, static<br>- Protects against humidity<br>- Boosts softness and shine <br><br><b>Highlighted Ingredients:<br></b>- Argan Oil: Nourishes, enhances manageability, and reduces frizz.<br>- Jackfruit Extract: Hydrates the hair for increased frizz resistance.<br>- Amaranth Oil: Binds to the hair fiber to protect its keratin structure.<br><br><b>Ingredient Callouts:</b> Free of parabens and sulfates SLS & SLES. It is also cruelty-free.<br><br><b>What Else You Need to Know:</b> This rich frizz-fighting conditioner weightlessly restores manageability and shine to dull, frizz-prone hair. Upcycled jackfruit extract increases frizz resistance and protects against damage, while nori extract and amaranth oil strengthen and protect the hair’s keratin structure.<br><br><b>Fragrance Description: </b>Fragranced with the signature Moroccanoil scent, a blend of spicy amber and sweet floral notes.<b><br></b><br><b>Clinical Results:</b> Results based on an independent lab study: <br>- Provides frizz control for up to 72 hours<br>- Protects against frizz in up to 90% humidity",Frizz Control Conditioner
Pureology,Shampoo,"<p><strong>What it is: </strong>A creamy, silicone-free, and sulfate-free shampoo that hydrates fine, dry, color-treated hair.</p><p><br></p><p><strong>Hair Type:</strong> Fine and Medium</p><p><br></p><p><strong>Hair Texture:</strong> Coily, Curly, Straight, and Wavy</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Dryness</p><p>- Shine</p><p>- Color Safe</p><p><br></p><p><strong>Key Benefits: <br></strong>- Provides lightweight moisture</p><p>- Gives hair touchable softness</p><p>- Provides extraordinary color protection</p><p>- Highly concentrated formula allows for 75+ shampoos in a single bottle</p><p><br></p><p><strong>Formulation:</strong> Liquid</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Jojoba: Moisturizes hair.</p><p>- Green Tea: Promotes a healthy-looking scalp.</p><p>- Sage: Supports hair follicles.</p><p><br></p><p><strong>Ingredient Callouts:</strong> Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> This formula includes a signature aromatherapy blend of lavender, bergamot, and patchouli and a patented Antifade Complex® to protect color vibrancy and ensure lasting color payoff. It also includes sunflower seed, a UV filter, and vitamin E to fight color-depleting environmental effects while ensuring lasting shine.</p>",Hydrate Sheer Shampoo for Fine Hair
Bumble and bumble,Shampoo,"<b>What it is: </b>A lightweight volumizing shampoo that uplifts and amplifies hair for instant fullness by removing buildup and delivers hydration for soft, moveable volume.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine and Medium<br><br><b>Hair Concerns:<br></b>- Color-safe<br>- Dryness<br>- Volumizing  <br><br><b>Key Benefits: <br></b>- Cleans hair <br>- Preps for volume <br>- Lightweight hydration <br><br><b>Highlighted Ingredients:<br></b>- Formulated with Panthenol (Pro-Vitamin B5): Hydrates hair. <br><br><b>Ingredient Callouts:</b> Free of parabens, formaldehydes, phthalates, and mineral oil. It is also cruelty-free.<br><br><b>What Else You Need to Know:</b> This volumizing shampoo instantly uplifts hair by removing buildup to provide a body-building boost. Use it as part of a hair thickening routine with Bumble and bumble’s Thickening Volume Conditioner to plump strands for a thicker, fuller look and to add shine and strengthen strands.<br><br><b>Fragrance Description: </b>Inspired by the fresh sea air and brilliant warm sun, this crisp, invigorating fragrance has sparkling top notes of lemon, cucumber, and bergamot. Sea water, crisp apple, and exotic water lily add sparkle to the dry-down of cedarwood, pure white musk, and soft ambergris.<b><br></b><br><b>Clinical Results:</b> In a test, when Bumble and bumble’s Thickening Volume Shampoo is used with their Thickening Volume Conditioner, this washday duo gives: <br>- Instantly thicker hair <br>- 2x less breakage versus untreated hair<br>- 2x shine versus unwashed hair<br>",Thickening Volume Shampoo
The Rootist,Shampoo,"<p><strong>What it is: </strong>A gentle, sulfate-free shampoo that boosts volume and thickens strands while promoting fuller-looking hair over time.</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Color Safe</p><p>- Thinning</p><p>- Volumizing</p><p><br></p><p><strong>Key Benefits: <br></strong>- Instantly adds volume and bounce</p><p>- Minimizes hair fallout due to breakage</p><p>- Promotes a healthy, balanced environment for thicker, fuller-looking hair over time</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Patent-Pending Rootbiomic Ferment™: Contains nutrient-rich superbrew for anchored roots, balanced scalp, and healthy hair.</p><p>- Amaranth Peptides: Visibly thickens the diameter of hair strands for rapid fullness.</p><p>- Inulin: Cleanses with a moisturizing lather while keeping hair anchored at the root.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is gluten-free, cruelty-free, and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> This gentle, density-boosting shampoo is fermented to feed roots, scalp, and hair the nutrition needed to help minimize hair fallout and shedding due to breakage, helping hair appear thicker and fuller over time. It is ultra-concentrated, so you only need to use half your usual shampoo amount.</p><p><br></p><p><strong>Fragrance Description:</strong> This fragrance created exclusively for The Rootist and was created in collaboration with one of the world's leading clean fragrance houses and inspired by the harmony of nature. It comes to life as a vibrant and invigorating blend that fuses warm, woody notes with a subtle, comforting musk for an uplifting experience.<strong><br></strong></p><p><strong>Clinical Results:</strong> Based on an expert grading evaluation on 34 panelists after use of the Densify Shampoo, Conditioner, and Serum:</p><p>- Clinically proven to visibly improve hair density, thickness, and fullness in as few as 90 days</p><p><br></p><p>Due to breakage from dry comb test after use of the Densify Shampoo, Conditioner, and Serum for 120 days:</p><p>- Reduces hair fallout by up to 85%</p><p><br></p><p>Based on consumer evaluation on 34 panelists after use of the Densify Shampoo, Conditioner and Serum for 120 days:</p><p>- 91% saw less thinning at the scalp</p><p><br></p><p><strong>Clean & Planet Aware</strong></p><p>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>",Densify Concentrated Shampoo for Fine or Thinning Hair
Vegamour,Shampoo,"<p><strong>What it is: </strong>A clinically tested shampoo that smooths, adds shine and strengthens thinning strands without weighing them down. The formula supports hair that looks and feels thicker, fuller and healthier. </p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Thinning</p><p>- Shine</p><p>- Color Safe</p><p><br></p><p><strong>Key Benefits: <br></strong>- Sets the foundation for thicker, fuller, healthier looking hair</p><p>- Strengthens hair to reduce breakage</p><p>- Cleanses and removes buildup</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- Biomimetic Peptides and Caffeine: Stimulate and nourish the scalp.</p><p>- Biotin: Strengthens hair to reduce breakage.</p><p>- Karmatin™: A vegan keratin alternative, formulated without silicones, that adds hydration, strength and shine without the weight. </p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan, gluten-free, and cruelty-free.</p><p><br></p><p><strong>What Else You Need to Know:</strong> Formulated for those with thinning hair, this shampoo features powerful phytoactives and Karmatin™, a vegan keratin alternative, that cleanse, strengthen and smooth strands while enhancing shine. Biomimetic peptides and caffeine stimulate and nourish the scalp for a root-to-tip lather and rinse.</p><p><br></p><p><strong>Fragrance Description: </strong>A fresh, citrusy blend with soft floral undertones.</p><p><br></p><p><strong>Clinical Results: </strong>In a controlled hair swatch study using GRO Revitalizing Shampoo and Conditioner:</p><p><br></p><p>- 79% reduction in breakage after one use</p><p><br></p><p>- 5x stronger strands after one use</p><p><br></p><p><br></p><p>CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.</p>",GRO Revitalizing Shampoo for Thinning Hair
Living Proof,Shampoo,"<b>What it is: </b>A strengthening shampoo that keeps hair cleaner and healthier for longer, powered by breakthrough Sili-CLONE™ HairTech.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Color Safe<br>- Damage, Split Ends, and Breakage<br>- Shine<br><br><b>Key Benefits: <br></b>- Delivers 95 percent less breakage<br>- Hair feels stronger and protected<br>- Long-lasting softness and manageability<br><br><b>Highlighted Ingredients:<br></b>- Sili-CLONE™ HairTech: Engineered to mimic the five key benefits of silicone—detangling, slip, sleekness, conditioning, and shine—while delivering fuller-looking hair.<br><br><b>Ingredient Callouts:</b> This product is cruelty-free.<br><br><b>What Else You Need to Know:</b> This reparative shampoo is formulated with Sili-CLONE™ HairTech, a breakthrough in silicone mimicry that feels like silicone, but makes hair better with every wash, improves hair texture and quality, and supports the longevity of healthy hair.  <br><br><b>Fragrance Description: </b>Crisp, juicy, and sparkling.<b><br></b><br><b>Clinical Results:</b> In a consumer use study using the Restore Repairing Shampoo and Conditioner, results showed:<br>-Hair feels stronger and protected<br>-Long-lasting softness and manageability<br><br>In a consumer study using the Restore Repairing Shampoo and Conditioner vs. untreated hair:<br>-Delivers 95% less breakage<br><br><b>Clean at Sephora<br></b>Our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness.<br>",Restore Repairing Shampoo
Fable & Mane,Shampoo,"<p><strong>What it is: </strong>A weightless volumizing shampoo that plumps strands from root to ends for fuller-looking hair with fenugreek seed for fine to medium hair types</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, and Curly</p><p><br></p><p><strong>Hair Type:</strong> Fine and Medium</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Shine</p><p>- Thinning</p><p>- Volumizing</p><p><br></p><p><strong>Key Benefits: <br></strong>- Plumps strands for fuller-looking hair</p><p>- Gives weightless volume at the roots</p><p>- Cleanses the hair and scalp without stripping away natural oils and moisture</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Fenugreek Seed: Plumps strands and adds volume while promoting a healthy scalp.</p><p>- Onion Juice: Promotes healthy hair growth and strengthens strands for less breakage.</p><p>- Amla Extract: Conditions hair and naturally provides UV protection for healthy strands.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan and cruelty-free.</p><p><br></p><p><strong>What Else You Need to Know:</strong> Enriched with potent Ayurvedic ingredients, fenugreek seeds for body and fullness and shine-boosting amla, this weightless shampoo plumps strands while cleansing the hair and scalp without stripping away natural moisture, for a soft, hydrated and voluminous mane. </p><p><br></p><p><strong>Fragrance Description: </strong>This volumizing shampoo has a majestically warm spice blend of Indian saffron and nutmeg, paired with midnight rose Damascena and Indian jasmine sambac, with a touch of incense and sandalwood for an unexpected richness and depth.</p><p><br></p><p><strong>Clinical Results:</strong> Based on 33 participants using the Volumizing Shampoo and Conditioner for 2 weeks:</p><p>- 100% said they saw all-over fullness</p><p>- 97% agree it enhances fullness and volume</p><p>- 97% said it cleanses without drying hair and scalp</p><p>-  91% saw instant weightless volume</p><p><br></p><p><strong>Clean at Sephora: </strong>Our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness.</p>","Volumizing Shampoo for Fine, Dry, Thinning Hair"
L'Oréal Professionnel,Conditioner,"<p><strong>What it is: </strong>A daily conditioner powered by exclusive technology that adds volume, strengthens, and thickens split ends to reduce the appearance of damage and promote noticeably longer hair.</p><p><br></p><p><strong>Hair Texture:</strong> Straight and Wavy</p><p><br></p><p><strong>Hair Type:</strong> Fine</p><p><br></p><p><strong>Hair Concerns:</strong></p><p>- Thinning</p><p>- Volumizing</p><p>- Damage, Split Ends, and Breakage</p><p><br></p><p><strong>Key Benefits: </strong></p><p>- Reduces the appearance of split ends</p><p>- Strengthens mid-lengths for noticeably longer hair</p><p>- Thickens ends while adding volume</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- Amino Acid: Prevents breakage and strengthens hair.</p><p>- Filler A-100: Exclusive technology that penetrates the hair fiber to visibly thicken damaged or split ends.</p><p><br></p><p><strong>What Else You Need to Know: </strong>Reduce the appearance of split ends with this professional conditioner powered by exlusive technology and amino acids. Its advanced formula instantly penetrates and fills the hair surface to repair damage, strengthen, and thicken ends while adding volume and 5x more shine. Restores hair lengths and split ends to help maintain healthy, noticeably longer hair.</p><p><br></p><p><strong>Fragrance Description:</strong> A luxurious fragrance formulated with top notes of apple and muguet, middle notes of rose and cyclamen, and base notes of musk and amber.</p><p><br></p><p><strong>Clinical Results:</strong> In an instrumental test with Pro Longer Hair Thickening Shampoo + Pro Longer Hair Thickening Conditioner vs. unwashed hair: </p><p>- Reduces breakage by 95%</p><p>- Reduces appearance of split ends by 17%</p><p>- Delivers 64% more volume</p>",Pro Longer Hair Thickening Conditioner for Split Ends
Virtue,Conditioner,"<b>What it is:</b> A conditioner to nurture and bring dry, damaged, and depleted hair back to hydrated health.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight and Wavy<br><br><b>Hair Concerns:</b><br>- Damage/Split Ends/Breakage<br>- Dryness<br>- Color Fading<br><br><b>Key Benefits:</b> Softens, Renews, and Hydrates<br><br><b>Formulation:</b> Rich Liquid<br><br><b>Highlighted Ingredients:<br></b>- Hydrolyzed Quinoa: This plant-based protein that enhances color, helps moisture retention, and adds shine. <br>- Baobab Seed Oil: From the African Tree of Life (known for its ability to store water), this rich, silky oil helps act as an intense emollient for dry, damaged hair.  <br>- Grapefruit Extract: Loaded with vitamin C and antioxidants, this refreshing fruit helps revitalize the scalp and returns hair’s vibrance and shine. <br>-Alpha Keratin 60ku®:  a healing protein that’s identical to the keratin that makes up 90% of our hair. It repaves and refills keratin, repairing damaged hair with each use.<br><br><b>Ingredient Callouts:</b> Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban. This product is also vegan, cruelty-free, and gluten-free, and comes in recyclable packaging. <br><br><b>What Else You Need to Know:</b> Virtue Recovery Conditioner is a rich, luxurious conditioner that helps bring damaged hair back to life. It reconstructs frayed cuticles and brittle ends, infusing hair with softness, shine, and manageability. It features a rich, nurturing blend of creamy coconut and tropical yuzu extracts wrapped in warm woods.<br><br>This product is an <i>Allure</i> Best of Beauty award winner. <br><br><b>Clinical Results:</b> In a consumer perception study of 42 women who used Recovery Shampoo and Recovery Conditioner for 2 weeks, after 10 uses: <br>- 97% of women said their hair felt softer after just 1 use <br>- 97% of women felt their hair was less damaged <br>- 91% of women felt their hair was more manageable<br>","Hydrating Recovery Conditioner for Dry, Damaged & Colored Hair"
Vegamour,Shampoo,"<b>What it is: </b>A dermatologist co-developed, skincare-inspired scalp and hair shampoo that lightly exfoliates to cleanse and remove buildup without stripping.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Thinning<br>- Volumizing<br>- Damage, Split Ends, and Breakage <br><br><b>Key Benefits: <br></b>- Lightly exfoliates to remove buildup<br>- Gives thinning hair a fast, volumizing boost<br>- Promotes a balanced scalp<br><br><b>Highlighted Ingredients:<br></b>- GROActive+ Complex™: A patent-pending, AI-discovered, plant-based compound to address shedding. <br>- Spanish Microalgae: A prebiotic scalp superfood that hydrates to support the skin barrier. <br>- Niacinamide: Balances the scalp and protect from oxidative stress. <br><br><b>Ingredient Callouts:</b> This product is vegan, gluten-free, and cruelty-free.<br><br><b>What Else You Need to Know:</b> Co-developed by dermatologists, this shampoo is designed for those with severe shedding or fragile, thinning strands. Featuring scalp-nurturing actives, this formula effectively cleanses without stripping or over-drying already-delicate hair. Spanish microalgae act like a prebiotic superfood, supporting the scalp environment along with niacinamide and rosebay leaf, which together hydrate to rebalance the scalp. This shampoo also features Vegamour’s patent-pending, AI-discovered GROActive+ Complex to address shedding and visibly increase hair density.<br><br><b>Fragrance Description: </b>A subtle blend of energizing lemon and slightly herbal verbena.<b><br></b><br><b>Clinical Results:</b> In a controlled hair swatch study of GRO+ Advanced Shampoo and Conditioner with 40 participants, results showed:<br>- 75% reduction in breakage after one use<br><br><b>Clean at Sephora<br></b>Our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness.<br>",GRO+ Advanced Balancing Shampoo for Severe Signs of Thinning
Oribe,Shampoo,<p>wf</p>,Mini Supershine Hydrating Shampoo
Kérastase,Shampoo,"<p><strong>What it is: </strong>An innovative dual-action pre-shampoo treatment that visibly reverses hair damage*, repairs bonds & removes calcium build-up, leaving hair 99% stronger** and healthier. Apply in the shower, leave for 5 minutes, layer shampoo & rinse.</p><p><br></p><p><strong>Hair Texture:</strong> Straight and Wavy</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Damage, Split Ends, and Breakage</p><p>- Dryness</p><p>- Shine</p><p><br></p><p><strong>Key Benefits: <br></strong>- Removes calcium buildup for stronger hair inside and out</p><p>- Repairs persistent damage, reversing stiffness and dullness for enhanced shine</p><p>- Visibly reverses hair damage</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Citric Acid: This organic acid acts from surface to core to deeply repair bonds and remove calcium build up.</p><p>- Glycine: This amino acid penetrates hair's inner layer, dramatically reduces breakage, and helps to neutralize dullness, and stiffness.</p><p><br></p><p><strong>What Else You Need to Know:</strong> Premiere repairing treatment visibly reverses hair damage* through innovative dual-action technology, which repairs bonds & removes calcium build-up for stronger hair inside and out**. Repairs persistent damage, reversing stiffness and dullness caused by calcium build up from your shower water. Leaves hair 99% stronger* & healthier with 75% more shine*** and 93% less breakage**** </p><p><br></p><p>*Damage linked to frizz, dullness, roughness. Based on an instrumental and consumer test</p><p>**System of Concentre, bain & fondant *vs. non conditioning shampoo</p><p>***vs. unwashed hair</p><p>**** vs. non conditioning shampoo</p><p><br></p><p><strong>Fragrance Description:</strong> This luxurious scent is comprised of mandarin and citrus top notes, silky and delicate floral middle notes, and finishes with rich woody bottom notes.<strong><br></strong></p><p><strong>Clinical Results:</strong> In a study vs. unwashed hair:</p><p>- 75% more shine</p><p><br></p><p>In a study vs. non conditioning shampoo:</p><p>- 93% less breakage</p><p><br></p><p>In a study where there was continuous use of the full system:</p><p>- It reinforces weak hair bonds and reconnects broken links between keratin chains</p><p>- Restore up to 99% of hair’s original strength</p>", Première Repairing Pre-Shampoo Treatment for Damaged Hair
